,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TUN,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,7,0,0,0,0,74,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,1,2,0,0,0,0,2,1,0,0,3,1,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0
TUR,0,0,0,1,0,0,0,3,0,0,25,8,2,0,17,0,0,0,1,2,0,2,0,0,0,0,6,0,0,0,0,0,39,12,3,18,0,1,0,0,2,0,0,0,0,12,5,47,8,0,0,0,2,0,29,3,1,6,0,31,0,0,135,2,1,0,0,0,14,0,0,0,0,0,0,2,0,3,1,15,7,9,0,0,18,28,0,0,7,6,2,1,0,0,0,6,1,0,2,0,0,0,0,0,3,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,55,9,0,11,2,4,0,1,1,0,12,12,0,0,1,9,5,0,2,0,0,5,0,0,0,0,0,1,0,5,4,13,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,304,0,0,0,1,0,0,0,0,0,14,1,0
TWN,0,0,0,0,0,0,1,2,0,0,64,6,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,7,1,174,0,0,0,1,1,0,3,0,0,1,0,18,0,0,0,0,0,0,12,1,0,6,0,11,0,0,81,0,1,0,0,0,2,0,0,0,0,0,0,2,0,2,9,7,1,3,0,0,5,1,1,0,31,0,0,0,0,0,0,25,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,16,0,0,0,2,0,14,6,0,12,0,2,0,0,2,0,3,1,0,0,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,389,0,0,0,2,2,0,0,0,0,3,0,0
TZA,0,0,0,0,0,0,0,1,0,0,5,8,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,10,1,4,0,0,1,0,1,0,0,0,0,0,1,8,5,0,0,0,1,0,3,0,8,2,0,11,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,6,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,2,0,16,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,58,0,0,0,0,1,0,0,0,0,11,1,6
UGA,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,2,2,0,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,1,0,2,1,7,0,0,1,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,1,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,0,11,5,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,63,0,0,0,0,0,0,0,0,0,12,2,3
UKR,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,2,0,0,2,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
USA,1,9,1,3,0,0,66,130,7,2,1371,232,5,0,458,1,3,23,23,28,5,15,2,2,4,9,345,3,1,1,14,0,2570,631,140,1972,5,15,5,3,101,0,43,3,0,42,96,1538,314,3,2,13,48,0,595,32,31,248,8,884,0,0,3786,27,36,0,1,1,104,1,1,14,0,2,4,37,5,83,33,482,173,55,16,27,526,828,27,23,435,26,101,1,7,1,2,809,19,2,32,2,1,6,12,5,19,44,8,3,1,0,0,235,1,1,7,2,1,4,9,0,2,23,119,13,1,3,55,3,1202,312,9,306,5,39,10,44,78,1,147,240,1,2,45,56,119,10,110,8,7,445,0,2,0,2,9,17,0,18,41,506,5,0,2,0,3,93,1,24,30,304,389,58,63,23,9,0,0,0,0,19,32,2,0,0,2,333,31,23
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0
VNM,0,0,0,0,0,0,0,1,0,0,52,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,9,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,1,4,0,0,8,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,1,0,9,0,1,0,1,3,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,32,0,0,0,0,0,0,0,0,0,2,0,0
VUT,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,1,2,0,0,0,7,5,0,0,127,9,0,0,64,0,5,2,4,0,0,0,0,0,0,0,20,0,0,0,24,1,68,56,5,41,1,7,0,1,9,0,1,1,0,1,3,86,6,0,1,0,30,0,40,1,12,28,0,41,0,0,327,1,20,0,0,2,8,0,0,0,0,0,0,0,0,1,3,31,5,3,3,0,6,25,1,27,9,1,29,0,0,0,0,5,1,0,6,0,0,0,1,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,3,0,2,14,5,12,0,1,29,0,102,24,1,22,3,1,0,3,3,0,8,6,0,0,2,7,4,4,29,1,3,3,0,0,0,0,0,3,0,0,0,47,2,0,0,0,0,8,0,0,3,14,3,11,12,0,0,333,0,0,0,1,2,0,0,0,0,0,6,30
ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,31,0,0,0,0,0,0,0,0,0,6,0,3
ZWE,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,6,1,0,1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,6,3,0,0,23,0,0,0,0,0,0,0,0,0,30,3,0
